community_id,tbrc_id,community_name,wylie_name,wylie_name_script,chinese_name,description,wikidata_id
1534,,Tsangsar Namgon,gtsang sar rnam dgon,གཙང་སར་རྣམ་དགོན།,"Canshagong, 参沙公","<p>
	Tsangsar Namgon was a Barom Kagyu monastery in Nangchen. It was one of three monasteries controlled by the <a href=""/communities/view/Tsangsar/TBRC_TOL1540"">Tsangsar</a> family, alongside <a href=""/geographies/view/Lachab/TBRC_G1KR2864"">Lachab</a> and <a href=""/geographies/view/Lhalam/TBRC_G1KR2864"">Lhalam</a>. It was founded by Tsangsar Sonam Yeshe, the previous incarnation of <a href=""/biographies/view/Chime-Dorje/13747"">Chime Dorje</a>.&nbsp;</p>
<p>
	Map coordinates kindly contributed by Gerd Manusch.</p>",
1535,,Gechak Monastery,gad chags dgon,གད་ཆགས་དགོན།,,"<p>
	Gechak is a Nyingma nunnery in Nangchen that was founded in 1893 by the <a href=""/biographies/view/First-Gechak-Rinpoche,-Tsangyang-Gyats/TBRC_P7356"">First Gechak Rinpoche, Tsangyang Gyatso</a>,&nbsp;on the suggestion of the <a href=""/biographies/view/First-Tsoknyi,-Pema-Drime-Wozer/TBRC_P7262"">First Tsoknyi, Pema Drime Wozer</a>.&nbsp;</p>
<p>
	Coordinates kindly provided by Gerd Manusch.</p>",
1536,,Dzonggo Ling,rdzong mgo gling,རྫོང་མགོ་གླིང།,,"<p>
	Dzonggo Ling, known in English as Fortress Peak, is a hermitage associated with <a href=""/geographies/view/Lachab-Monastery/TBRC_G1KR2864"">Lachab Monastery</a>. It was a practice site of members of <a href=""/biographies/view/Tulku-Urgyen/TBRC_P9901"">Tulku Urgyen</a>&#39;s family as well as his previous incarnation.&nbsp;</p>
<p>
	Coordinates kindly provided by Gerd Manusch.</p>",
1537,,Nagi Gonpa,na gi dgon pa,ན་གི་དགོན་པ།,,"<p>
	Nagi Gonpa is a nunnery in the Shivapuri Wildlife Preserve outside of Kathmandu. The <a href=""/biographies/view/Sixteenth-Karmapa/TBRC_P865"">Sixteenth Karmapa</a> gave it to <a href=""/biographies/view/Tulku-Urgyen/TBRC_P9901"">Tulku Urgyen</a> to administer in the early 1960s. He expanded it and made it a center for nuns and female practitioners.&nbsp;</p>",
1538,,Tergar Ösel Ling,gter gar 'od gsal gling,གཏེར་གར་འོད་གསལ་གླིང།,,"<p>
	Tergar &Ouml;sel Ling is a retreat center in Kathmandu Valley. Built by <a href=""/biographies/view/Tulku-Urgyen/TBRC_P9901"">Tulku Urgyen</a> in the early 1990s initially for Tsoknyi Rinpoche, it is now under the direction of his brother, Mingyur Rinpoche.</p>",
1539,,Hiraṇyavarṇa Mahāvihāra,,,,"<p>
	Hiranyavarna Mahavihar Gompa, popularly known as &quot;the Golden Temple,&quot; is a monastery complex in Patan, Nepal. It is said to have been built in the twelfth century.</p>",Q5769439
1541,,Pema Khyung Dzong,,,,"<p>
	Pema Khyung Dzong is a hermitage above <a href=""/geographies/view/Tsurpu-Monastery/TBRC_G33"">Tsurpu Monastery</a>. It was first used by the <a href=""/biographies/view/Second-Karmapa,-Karma-Pakshi/TBRC_P1487"">Second Karmapa, Karma Pakshi</a>. Many masters since have done retreat there, including <a href=""/biographies/view/Tulku-Urgyen/TBRC_P9901"">Tulku Urgyen</a>.</p>",
1542,,Benchen,ban chen dgon,བན་ཆེན་དགོན།,,"<p>
	Benchen is a Kagyu monastery in the Swayambhu area of Kathmandu, Nepal, that was founded in 1987 and was led by <a href=""/biographies/view/Sangye-Nyenpa-Rinpoche/TBRC_P10580"">Sangye Nyenpa Rinpoche</a> and <a href=""/biographies/view/Tenga-Rinpoche/TBRC_P850"">Tenga Rinpoche</a>. There are several branch monasteries throughout the Himalayas and one in Europe, as well as the original <a href=""http://G214"">Benchen Monastery</a> located in Kham.&nbsp;</p>",Q816722
1543,,Central Tibetan Administration,btsan byol bod mi'i sgrig 'dzugs,བཙན་བྱོལ་བོད་མིའི་སྒྲིག་འཛུགས།,,"<p>
	The Exile Government of Tibet was established in 1959 at Lhuntse Dzong by the Fourteenth Dalai Lama after his escape from Lhasa.&nbsp;Upon coming into exile the Dalai Lama restated in Tezpur, India, on June 29th 1959, that &ldquo;wherever the Dalai Lama and the Kashag (bka&#39; shag) reside, it will be considered as the legitimate government of the Tibetan people.&rdquo;&nbsp; At his behest, the Constitution of Tibet was promulgated in 1963. On 28 June 1991, the Dalai Lama signed the Charter for Tibetans-in-Exile (btsan byol bod mi&#39;i bca&#39; khrims), which transformed the traditional Tibetan parliament into a genuine law-making body and accentuated the power and functions of Kashag and the Tibetan Supreme Justice commission as the executive and judiciary branches respectively. On March 14th 2011, the Fourteenth Dalai Lama devolved his power to the popularly elected Kalon Tripa (bka&#39; blon khri pa) and instructed the re-drawing of the the Charter of Tibetans-in-Exile to accommodate these new changes in the power and functions of the government.</p>
<p>
	Following the adoption of the new charter, which was adopted on May 29th 2011, and the transfer of power from the Kalon Tripa to the newly instituted Sikyong, the Tibetan government-in-exile is represented by three co-equal branches of government&mdash;executive, legislative, and judiciary, which are headed by a Sikyong, a Tsoktso (tshogs gtso, speaker), and a Trimp&ouml;n Chewa (chief justice commissioner) respectively.</p>
<p>
	The exile Tibetan government, renamed Central Tibetan Administration or Tsenjol B&ouml;mi Drigzuk (btsan byol bod mi&#39;i sgrig &#39;dzugs) from B&ouml;zhung Ganden Potrang Chokl&eacute; Namgyel (bod gzhung dga&#39; ldan pho brang phyogs las rnam rgyal), is currently based in Dharamsala, India.</p>",Q326343
1544,,Pema Choling,padma chos gling,པདམ་ཆོས་གླིང།,,"<p>
	Pema Choling is a monastery in Nubri, Nepal. It was the monastery and ngakpa community of Lama Tashi Dorje, a contemporary of Tulku Urgyen. Tulku Urgyen stayed at Pema Choling for five years.&nbsp;</p>",
1545,G4401,Jekhar Chode Gon,bye mkhar chos sde dgon,བྱེ་མཁར་ཆོས་སྡེ་དགོན།,,"<p>
	Jekhar Chode, also known as Nyemo Chode, is a Bodong monastery in Nyemo. According to BDRC it was posibly founded in the tenth century by a lama named Jigme Drakpa.&nbsp;</p>",
1546,,Drapu Choling,grwa phu chos gling,གྲྭ་ཕུ་ཆོས་གླིང།,,"<p>
	Drapu Choling, also known as Tashi Choling, is a Barawa Kagyu monastery in Kyirong. It was established on the site of a village temple in the sixteenth century by <a href=""/biographies/view/Namkha-Dorje/TBRC_P6187"">Namkha Dorje</a>, who spread the Barawa tradition in the region. It was controlled by the <a href=""/communities/view/Jampel-Dechenling/TBRC_TOL1550"">Jampel Dechenling</a> family since the early eighteenth century, and traditionally had close ties with Kagyu Gonsar in the Chumbi valley. It was destroyed in the Cultural Revolution and has not been rebuilt; a new monastery was built in Dharamsala by the Jampel Dechenling family and named <a href=""/geographies/view/Tashi-Choling/TBRC_TOL1548"">Tashi Choling</a>.</p>",
1548,,Tashi Choling (Dharamsala),bkra shis chos gling,བཀྲ་ཤིས་ཆོས་གླིང།,,"<p>
	Tashi Choling is a Barawa monastery in Dharamsala. Jetsun Tenzin Norbu, a member of the <a href=""/communities/view/Jampel-Dechen-Lingpa/TBRC_TOL1550"">Jampel Dechen Lingpa</a> family of Kyirong, established it in 1984.</p>",
1549,G1KR1632,Kagyu Gonsar,bka' brgyud dgon gsar,བཀའ་བརྒྱུད་དགོན་གསར།,,"<p>
	Kagyu Gonsar is a Barawa monastery in the Chumbi valley. It was established by Drubchok Ngawang Donden either at the end of the seventeenth century or at the beginning of the eighteenth. It was initially a branch monastery of the nearby Tsamdrak Monastery, which had been earlier established by Tenzin Nyida, who was the first reincarnation of <a href=""/biographies/view/Konchok-Gyeltsen/TBRC_P7118"">Konchok Gyeltsen</a> and the first to bear the title of Kagyu Tulku. As the larger of the two, Kagyu Gonsar became the dominant institution in the area, and became the main seat of the Kagyu Tulku incarnations. In the second half of the nineteenth century the monastery was given the name Ganden Tengye Ling by the <a href=""/biographies/view/Twelfth-Dalai-Lama/TBRC_P244"">Twelfth Dalai Lama</a>, but it remained a Barawa Kagyu monastery.</p>",
1551,,Chakkyi Yangtse,lcags kyi yangs rtse,ལྕགས་ཀྱི་ཡངས་རྩེ།,,"<p>
	Chakkyi Yangtse is a hermitage affiliated to <a href=""/geographies/view/Dondrubding-Monastery/TBRC_G512"">Dondrubding Monastery</a>. It was likely established by <a href=""/biographies/view/Barawa-Tulku-Namkha-Gyeltsen/TBRC_P475"">Barawa Tulku Namkha Gyeltsen</a> in the early sixteenth century.</p>",
1552,,Chungtang,,,,"<p>
	Chungtang Monastery is a Nyingma institution in northern Sikkim. It was first established as a Barawa Kagyu monastery by <a href=""/biographies/view/Konchok-Gyeltsen/TBRC_P7118"">Konchok Gyeltsen</a> in the seventeenth century and was converted in 1788, apparently after the local people rebelled against the head lama. It was rebuilt in 1968, using wood from the original monastery, and a statue of Konchok Gyeltsen was placed on the main altar in the 1980s. A small stūpa above the monastery honors its original founder.&nbsp;</p>",
1554,G4883,Jangchub Chokhor Ling,byang chub chos 'khor gling,བྱང་ཆུབ་ཆོས་འཁོར་གླིང།,,"<p>
	Jangchub Chokhor Ling is a Karma Kagyu monastery in Denma that was founded by the <a href=""/biographies/view/First-Sanggye-Nyenpa/TBRC_P1012"">First Sanggye Nyenpa</a> in the late fifteenth century.</p>",
1555,,Tangkya Gon,thang skya dgon pa,ཐང་སྐྱ་དགོན་པ།,,"<p>
	Tangkya is a Sakya monastery located in the Gonjo region of Kham. It is the seat of the Sendo Rinpoche.&nbsp;</p>",
1556,G3784,Drakkar,drag dkar,དྲག་དཀར།,丈卡寺,"<p>
	Drakkar is a Nyingma monastery in Lhagang. It was established in 1254 by <a href=""/biographies/view/Karma-Pakshi/TBRC_p1487"">Karma Pakshi</a> while en route to China. It was converted to the Nyingma tradition, as a branch of <a href=""/geographies/view/Dzogchen-Monastery/TBRC_G16"">Dzogchen Monastery</a>, in 1670.</p>",
1557,,Potala School,rtse slob grwa,རྩེ་སློབ་གྲྭ།,,"<p>
	The Potala School, or Peak School, was founded in 1754 as an elite educational institution located inside the Potala. It was part of the Tse Yigtsang, or eccliastical office. It trained monk-officials for careers in government service.</p>",
1558,,Sokmo Palace,sog mo pho brang,སོག་མོ་ཕོ་བྲང་།,,"<p>
	The Sokmo Palace was a residence of the Derge royal family in the Mesho valley.&nbsp;</p>",
1559,G4455,Ganden Chokhor Ling,dga' ldan chos 'khor gling,དགའ་ལྡན་ཆོས་འཁོར་གླིང།,,"<p>
	Ganden Chokhor Ling is a Geluk monastery in the Yarlung Valley. It was established as a Kadam monastery in the twelfth century.&nbsp;</p>",
1560,,Lhalung Ritro,lha lung ri khrod,ལྷ་ལུང་རི་ཁྲོད།,拉隆寺,"<p>
	Lhalung Hermitage was founded in the nineteenth century by Shakya Yarpel, the eleventh Nechung Oracle, near a cave where Lhalung Pelgyi Dorje is said to have visited. Considered a branch of <a href=""/geographies/view/Nechung-/TBRC_G1KR817"">Nechung </a>before 1959, it was associated with the Nyingma tradition. Drepung monks were formerly in residence there. It is located in the hills above Lhasa.</p>",
1561,,Drumpa Manor House,bhruM pa gzims shag,བྷྲུཾ་པ་གཟིམས་ཤག།,,"<p>
	<a href=""/communities/view/Dakpo-Drumpa-family/TBRC_C31"">Dakpo Drumpa family</a> had estates in the Dakpo region and this Lhasa townhouse, which was initially built in 1790 and rebuilt in the 1920s. It was partially demolished in 1950 and completely demolished in 1998. The Drumpa family was connected to the Thirteenth Dalai Lama through his elder brother, <a href=""/biographies/view/Lobzang-Tashi/TBRC_P6682"">Lobzang Tashi</a>, who married into the Drumpa family. His son, Namyel Gyeltsen, succeeded him but fell ill and died at a young age after which the household and estates were taken over by <a href=""/biographies/view/Lhalung-Gyeltsen-Tarchin/9289"">Lhalung Gyeltsen Tarchin</a>, the Thirteenth Nechung Oracle.&nbsp;</p>",
1562,G3271,Dramagang,drwa ma sgang,དྲྭ་མ་སྒང།,,"<p>
	Dramagang, also known as Drama Monastery, was established in the nineteenth century by <a href=""/biographies/view/Kunga-Loden/TBRC_P8331"">Kunga Loden</a>&nbsp;and expanded in 1859 by <a href=""/biographies/view/Ngawang-Lekdrub/TBRC_P809"">Ngawang Lekdrub</a>. It fell into disrepair and was restored and reconsecrated in 1926 by <a href=""/biographies/view/Jamyang-Chokyi-Lodro/TBRC_P733"">Jamyang Chokyi Lodro</a>, <a href=""/biographies/view/Samten-Lodro/TBRC_P971"">Samten Lodro</a>,&nbsp;and <a href=""/biographies/view/Khenpo-Chokyi-Wozer/TBRC_P5941"">Khenpo Chokyi Wozer</a>. <a href=""/biographies/view/Dezhung-Rinpoche/TBRC_P7679"">Dezhung Rinpoche</a> studied there in the 1920s.&nbsp;</p>",
1563,,Dosib,mdo srib,མདོ་སྲིབ།,,"<p>
	Dosib is a Sakya monastery in Jomda, Kham.</p>",
1564,,Dungdo,dung mdo,དུང་མདོ།,,"<p>
	Dungdo is a Sakya monastery in Jomda, Kham.</p>",
1565,,Dzamtok,dzam thog,ཛམ་ཐོག་།,,"<p>
	Dzamtok is a Sakya monastery in Jomda, Kham.</p>",
1566,,Shangto,shangs mtho,ཤངས་མཐོ་།,,"<p>
	Shangto is a Sakya monastery in the Derge region of Kham.</p>",
1567,G1642,Rabten,rab brtan,རབ་བརྟན།,,"<p>
	Rabten is a Sakya monastery in Derge. It was fist established as a Bon monastery and converted in the thirteenth century by <a href=""/biographies/view/Pakpa-Lodro-Gyeltsen/TBRC_P1048"">Pakpa Lodro Gyeltsen</a>.&nbsp;</p>",
1568,G4686,Wara,wa ra,ཝ་ར།,,"<p>
	Wara is a Sakya monastery in Jomda.</p>",
1569,,Khalek,kha legs,ཁ་ལེགས།,,"<p>
	Khalek is a Nyingma hermitage in the Jomda region of Kham. It was established in the nineteenth century by a master named Khenpo Pema Sherab Zangpo.&nbsp;</p>",
1570,,Dogyu Tosam Ling,mdo rgyud thos bsam gling,མདོ་རྒྱུད་ཐོས་བསམ་གླིང།,,"<p>
	Dogyu Tosam Ling is the monastic college at <a href=""/geographies/view/Dartang-Monastery/TBRC_G523"">Dartang Monastery</a>.&nbsp;</p>",
1572,,"Sakya Monastery, Seattle",,,,"<p>
	Sakya Monastery is a Sakya dharma center in Seattle, Washington. It was established in 1974 as Sakya Tegchen Choling by <a href=""/biographies/view/Dezhung-Rinpoche/TBRC_P7679"">Dezhung Rinpoche</a> and <a href=""/biographies/view/Sakya-Dagchen-Rinpoche/TBRC_P10488"">Sakya Dagchen Rinpoche</a>, and moved to its current location, a former Presbyterian church, in 1984.&nbsp;</p>",
1573,,Tharlam,thar lam,ཐར་ལམ།,汤陇寺,"<p>
	Tharlam is a Sakya monastery in Boudhanath, Nepal. It was founded in the 1980s by <a href=""/biographies/view/Dezhung-Rinpoche/TBRC_P7679"">Dezhung Rinpoche</a>&nbsp;as the exile monastery of <a href=""/geographies/view/Tarlam-Monastery/TBRC_G2552"">Tarlam Monastery</a> in Jyekundo, Kham</p>",Q3519598
1574,,Jetsun Sakya Center,,,,"<p>
	Jetsun Sakya Center in New York City was established by <a href=""/biographies/view/Dezhung-Rinpoche/TBRC_P7679"">Dezhung Rinpoche</a> in 1977.</p>",
1575,G231,Rizong,ri rdzong dgon pa,རི་རྫོང་དགོན་པ།,,"<p>
	Rizong is a Geluk monastery in Ladakh that was founded in 1833 by <a href=""/biographies/view/Tsultrim-Nyima/TBRC_P959"">Tsultrim Nyima</a>, who is credited with its murals depicting the life of Śākyamuni. Rizong is known for its strict adherance to the vinaya.</p>",Q2790392
1576,G2261,Tashigang,bkra shis sgang,བཀྲ་ཤིས་སྒང།,,"<p>
	Tashigang is a Geluk monastery in western Ngari. It was established in the eleventh century and was converted to the Geluk tradition in the seventeenth century.&nbsp;</p>",
1578,,Labu,la bu,ལ་བུ།,,"<p>
	Labu was a Geluk monastery in Yushu, in what is now Labu Town in Trindu County. It was established in 1419 by <a href=""/biographies/view/Gyeltsabje-Darma-Rinchen/TBRC_p65"">Gyeltsabje Darma Rinchen</a>, whose incarnations were leading lamas of the monastery.&nbsp;</p>",
1579,G3005,Terlam,gter lam,གཏེར་ལམ།,,"<p>
	Terlam was a major Geluk monastery in Amdo.</p>",
1585,,Sera (India),se ra,སེ་ར།,,"<p>
	Sera Monastery in exile was formally established in Bylakuppe in southern India in 1969. Sera monks intially resided at the refugee settlement at <a href=""/geographies/view/Buxa-Duar/TBRC_TOL1473"">Buxa Duar</a>, where monks from other monasteries lived before resettling in Karnataka. Me and Je colleges were reestablished, as well as libraries and printing houses.&nbsp;</p>",
1586,,Tashi Lhunpo (India),bkra shis lhun po,བཀྲ་ཤིས་ལྷུན་པོ།,,"<p>
	Tashi Lhunpo was established in exile in 1972 in Bylakuppe in south India on the advice of the Fourteenth Dalai Lama.&nbsp;</p>",
1587,G1ER2,Stakna,stag sna dgon,སྟག་སྣ་དགོན།,,"<p>
	Stakna is a Drukpa Kagyu monastery in Ladakh.&nbsp; Ngawang Namgyel, a brother of King Sengge Namgyel, is said to have restored the monastery from a preexisting structure in the seventeenth century.</p>",
1588,,Bardan,'bar gdan dgon pa,འབར་གདན་དགོན་པ།,,"<p>
	Bardan is a Drukpa Kagyu monastery in the Zanskar region of Ladakh that was founded in the seventeenth century. It is affiliated with Stakna Monastery.&nbsp;</p>",Q4099502
1589,,Padum Palace,dpa' gtum mkhar,དཔའ་གཏུམ་མཁར།,,"<p>
	Padum Palace was a capital of the Zanskar Kingdom. Its ruins are located in Padum village in Ladakh.</p>",
